Id,SalePrice
1591,73247.4851928256
1592,128319.943033846
1593,122879.221466786
1594,131147.45243916
1595,117272.83851493
1596,225897.232978508
1597,187839.181954318
1598,201316.428359144
1599,204194.843390962
1600,210866.874108337
1601,3447.61848244257
1602,124995.480340157
1603,65019.0601872455
1604,257339.370985674
1605,262073.953943565
1606,171234.362868249
1607,232666.300198214
1608,227399.03049841
1609,204684.522795437
1610,150668.981779383
1611,151204.941362337
1612,182672.330594639
1613,173140.262394976
1614,114242.11396668
1615,72703.2968899629
1616,72703.2968899629
1617,88525.4778522789
1618,118119.106061538
1619,124931.333215157
1620,202457.405383236
1621,145636.268977385
1622,130256.575291152
1623,263049.726381866
1624,205308.571290709
1625,122592.782573131
1626,183944.830220054
1627,188347.026793929
1628,280619.204284725
1629,196553.074819283
1630,327570.994302846
1631,238710.68276734
1632,257957.072126449
1633,181922.67932864
1634,190434.314949903
1635,173216.798201452
1636,172175.659738994
1637,179118.560009398
1638,221527.729647764
1639,203295.283725365
1640,266242.368384822
1641,203433.94375664
1642,227786.228905804
1643,248802.203411119
1644,243132.244837259
1645,180115.399543329
1646,156775.011837298
1647,182815.514653801
1648,146400.703684038
1649,123207.728649705
1650,101277.153211423
1651,112218.7054073
1652,120439.59606766
1653,120233.681343267
1654,168162.080040627
1655,170396.905895853
1656,165710.477840898
1657,169291.521276521
1658,166275.198458845
1659,147219.027022898
1660,147845.580225391
1661,349030.722233956
1662,340077.333250114
1663,327884.345925119
1664,399889.430229948
1665,302721.995364165
1666,286545.697215454
1667,312207.496214222
1668,304663.217402926
1669,281526.015167227
1670,308429.977640304
1671,248897.45773147
1672,361875.282692227
1673,284470.399128654
1674,271255.670319171
1675,194274.8618483
1676,191897.46446207
1677,215146.340931298
1678,386630.354380796
1679,317991.688317309
1680,302432.487559774
1681,263868.328601862
1682,276022.184149736
1683,216670.991495632
1684,196122.607220844
1685,179134.317946122
1686,201065.818668988
1687,185124.734070537
1688,210200.272346851
1689,207278.336926469
1690,199013.739825408
1691,188136.010941152
1692,261305.035685969
1693,184861.210858004
1694,179297.510353872
1695,185631.941956956
1696,267003.757943493
1697,185484.963510377
1698,317714.482854971
1699,302353.997034492
1700,237597.400121935
1701,268279.537783201
1702,281767.209174888
1703,273972.610802745
1704,279800.87336415
1705,240317.314115735
1706,364514.858168178
1707,223198.955248767
1708,221469.230253327
1709,287117.068260602
1710,243625.16041019
1711,255941.270110126
1712,276824.362128091
1713,254360.636681164
1714,231241.73331744
1715,211450.222818888
1716,211227.167336946
1717,202716.149053568
1718,155330.126482795
1719,219287.723917863
1720,261874.856482275
1721,200954.538234142
1722,132003.81993562
1723,154390.85188666
1724,238682.742903756
1725,234324.326633176
1726,188465.786154789
1727,184715.952996586
1728,196608.516911535
1729,162512.946768606
1730,177019.521525948
1731,123631.604159229
1732,118131.384438592
1733,103348.943238782
1734,109937.262611032
1735,116001.826572494
1736,105232.105296191
1737,291444.308354758
1738,218972.526678372
1739,312515.225315719
1740,228523.85529945
1741,194163.950955018
1742,178135.938585381
1743,193249.791271458
1744,257864.639997074
1745,240584.592955477
1746,258885.579326201
1747,224187.784188693
1748,238306.643792831
1749,151778.623449348
1750,155954.647174403
1751,248080.300172772
1752,104823.635514179
1753,177296.72392113
1754,226140.677815145
1755,170214.949439961
1756,95498.9840277652
1757,100246.069588346
1758,143356.915576357
1759,166473.457602682
1760,164736.644767061
1761,153212.877006152
1762,173448.943247983
1763,185808.75868973
1764,106508.352350851
1765,208757.629832425
1766,178221.789746572
1767,203273.018577425
1768,122646.680997173
1769,192106.357883116
1770,135073.468425412
1771,127368.645933309
1772,142852.123796092
1773,107443.992917236
1774,191709.590681775
1775,133791.985870918
1776,120324.89694083
1777,86713.9522261443
1778,125091.512592534
1779,107017.724427494
1780,190177.843195269
1781,122942.535903045
1782,55162.3536883658
1783,137302.003499537
1784,75265.2773016379
1785,105617.885953389
1786,166081.732553513
1787,186458.031560612
1788,-7636.23209778033
1789,97468.0072657671
1790,40488.8699015179
1791,247977.828215727
1792,167012.998578337
1793,152408.825459346
1794,154258.996554467
1795,139287.092452633
1796,124637.846701113
1797,145060.643954791
1798,114609.482287194
1799,83979.0936058059
1800,114190.518362902
1801,112843.356115036
1802,176936.609300863
1803,184287.993817643
1804,131757.911072599
1805,136930.400650243
1806,149885.036758585
1807,167212.53729586
1808,122561.368658665
1809,100314.767338166
1810,136271.679805409
1811,86849.6484845944
1812,97207.1447429808
1813,121660.34588478
1814,77373.8705384994
1815,-27.385802854551
1816,78125.6094215659
1817,103665.728283509
1818,158286.325118089
1819,136544.609128638
1820,41897.6250154371
1821,141539.637352203
1822,175420.048207534
1823,10837.8955119881
1824,146509.267247111
1825,124183.722269058
1826,94200.4323972827
1827,112811.084048218
1828,124742.65749663
1829,160971.780530548
1830,165748.005351535
1831,187332.476597952
1832,137549.821871896
1833,157846.231128135
1834,141492.406046635
1835,170653.244498969
1836,162415.381503647
1837,55008.98068377
1838,132685.285202842
1839,71743.7393681647
1840,116425.974539085
1841,127958.275994664
1842,87559.36930625
1843,126222.056128985
1844,146952.503265581
1845,136870.07349398
1846,156818.713045418
1847,177350.916358942
1848,-9995.79453033256
1849,107924.306088896
1850,116865.547934872
1851,150539.427934363
1852,115785.861727929
1853,122733.333339281
1854,186616.33974986
1855,172027.034098716
1856,224529.661294139
1857,155716.259454911
1858,177775.111607508
1859,143409.151452366
1860,162688.160939648
1861,141968.792797451
1862,290235.216144156
1863,290235.216144156
1864,290235.216144156
1865,307392.58986099
1866,301568.979361991
1867,261261.017686107
1868,276502.007619233
1869,211708.153025351
1870,241560.824371458
1871,261559.360887764
1872,174968.127023842
1873,223990.410683239
1874,132737.064660351
1875,219675.886010739
1876,197074.737846388
1877,220359.722347522
1878,224909.317655782
1879,115168.469640457
1880,128257.486834761
1881,254525.661442864
1882,266206.265507628
1883,214365.870061033
1884,225646.398058778
1885,243126.138796912
1886,272690.902732994
1887,215129.496962491
1888,270282.19641627
1889,171166.675580396
1890,109700.745443485
1891,167106.020700135
1892,81845.0265335103
1893,130755.622415275
1894,148062.740630673
1895,149941.729417269
1896,111265.643248056
1897,110778.345362958
1898,119596.348909498
1899,156035.059714963
1900,146373.495183618
1901,140149.564028163
1902,135698.280286082
1903,226294.237148044
1904,119844.682223605
1905,185871.694986641
1906,143850.03455349
1907,208564.037155983
1908,141051.912070622
1909,156396.485337124
1910,152838.714510405
1911,197700.194094973
1912,281748.892056431
1913,168064.362918841
1914,42287.4047872771
1915,258561.344360062
1916,4470.04374396242
1917,269875.661394141
1918,135472.449618863
1919,173457.527439321
1920,189508.377157305
1921,330640.649020197
1922,295377.534096013
1923,219738.795030041
1924,219368.89447896
1925,233616.120398411
1926,324094.317524284
1927,118786.121250281
1928,163497.888063381
1929,102170.236093532
1930,147076.061840931
1931,135954.695348305
1932,144834.6201225
1933,161869.969064835
1934,187791.581311576
1935,170667.251169404
1936,188089.721518425
1937,186975.682211483
1938,170224.906879999
1939,263705.1769163
1940,219782.18737552
1941,189602.170984317
1942,185834.783053786
1943,222294.368992004
1944,292298.807483001
1945,310641.006527228
1946,184369.769216955
1947,285347.392502387
1948,178106.275423653
1949,232839.546305154
1950,194796.882816746
1951,259580.95865006
1952,236380.751639199
1953,165009.710412308
1954,223966.294827675
1955,136881.782367081
1956,310073.335694416
1957,185039.452969653
1958,289668.239660873
1959,163707.221696575
1960,92101.0295601303
1961,121446.352309965
1962,120439.59606766
1963,121190.497059408
1964,114675.677544694
1965,164912.999205993
1966,171486.616747817
1967,270472.513553763
1968,341078.704689063
1969,318505.555855807
1970,357690.889965835
1971,386457.769059008
1972,323181.690789716
1973,271224.562580545
1974,290628.573179711
1975,389548.009248482
1976,265882.592597109
1977,316840.846247635
1978,330254.219103568
1979,314194.967857765
1980,214647.364688133
1981,309526.831525447
1982,233966.359898291
1983,233966.359898291
1984,206425.477711549
1985,233041.896071469
1986,241483.318651474
1987,202890.935358724
1988,181441.329796706
1989,212196.285693643
1990,226922.082671823
1991,215146.340931298
1992,225588.408374322
1993,191687.5846184
1994,248121.657485696
1995,207702.589528591
1996,266514.682784659
1997,311217.099946297
1998,301523.187033421
1999,240004.064305497
2000,297155.958912067
2001,256357.582388427
2002,246030.05571204
2003,268983.762864107
2004,264064.64868181
2005,242989.495418765
2006,237480.484317474
2007,273465.914503801
2008,203029.311476451
2009,193581.654325887
2010,210865.947259879
2011,157674.998371222
2012,198267.967495827
2013,181556.774935356
2014,188129.536316238
2015,205382.397752285
2016,192476.026169544
2017,208686.611189722
2018,113881.495512886
2019,116688.05982991
2020,107547.292187664
2021,102026.544202063
2022,182912.717565851
2023,158456.60445865
2024,245586.51644646
2025,338646.209312053
2026,203900.971194619
2027,160275.719872982
2028,194983.606765067
2029,179310.921988344
2030,273813.515781001
2031,254402.300960463
2032,264346.789870513
2033,266945.368738082
2034,189604.763167753
2035,217868.457937769
2036,228245.317969384
2037,229619.040594945
2038,321439.364398392
2039,224122.278822425
2040,331015.367865513
2041,242337.744759142
2042,221463.06370748
2043,180344.471904137
2044,213253.097255456
2045,216249.237767197
2046,174932.196686605
2047,144518.591178794
2048,134864.51563064
2049,185163.146769222
2050,199348.319109199
2051,90629.0066912226
2052,135264.375413731
2053,133720.527318686
2054,56999.5056609968
2055,156552.982326287
2056,136341.694153058
2057,111595.345728355
2058,205745.0923001
2059,125535.226566682
2060,152995.615757359
2061,188462.015192404
2062,120761.737781547
2063,93561.3384948322
2064,136788.133106104
2065,116664.453927046
2066,189137.423145911
2067,141460.143098391
2068,187429.261375868
2069,59346.4592540346
2070,99308.7262197698
2071,72765.6806580599
2072,172036.936628496
2073,129440.622206347
2074,203115.153714594
2075,150107.431959502
2076,111175.972430013
2077,133775.605661528
2078,115748.411427991
2079,142711.872712786
2080,125862.175989235
2081,136939.948937729
2082,159603.178736232
2083,152066.239463802
2084,94689.3135659397
2085,123470.117043548
2086,151850.022826233
2087,145826.238442505
2088,119689.627909813
2089,75286.2967468286
2090,147490.715772862
2091,93009.3921337444
2092,131602.808140507
2093,133635.810525913
2094,139909.350989844
2095,153608.41579406
2096,77502.4800328566
2097,82638.8913410397
2098,157246.942340011
2099,-3951.7485997309
2100,85496.8630949447
2101,141147.617013647
2102,153932.735763917
2103,92826.4804643793
2104,180807.772396218
2105,113603.277145753
2106,46683.8602184625
2107,236054.981556394
2108,110486.394378181
2109,109400.103937208
2110,119874.129364308
2111,174413.322928838
2112,135347.140257401
2113,121849.865129726
2114,128478.637560802
2115,168563.190178637
2116,122500.287348836
2117,155900.501521618
2118,126255.376293964
2119,118448.531592375
2120,109665.631679815
2121,79747.4576829774
2122,77750.3810185141
2123,84214.2550341324
2124,203108.824717213
2125,158686.209927875
2126,177527.008272184
2127,178228.18470134
2128,139221.197826991
2129,113568.452580912
2130,147167.428029939
2131,189626.517269065
2132,122432.58915189
2133,146129.782974716
2134,118539.551090308
2135,96471.0638107997
2136,42166.6182951888
2137,122178.81071489
2138,131066.888036737
2139,161711.23458139
2140,126776.776177476
2141,146866.269803488
2142,122063.915232451
2143,148788.142941884
2144,125672.920062741
2145,122469.803706241
2146,156895.663421708
2147,167829.644899172
2148,144413.788376878
2149,138940.717614703
2150,213305.643104524
2151,134641.649100212
2152,151400.365174099
2153,153835.914607469
2154,94226.9966569536
2155,145258.717662399
2156,258096.057416467
2157,230841.177589558
2158,235737.836724194
2159,229092.938343745
2160,190057.852168903
2161,272675.642802814
2162,356388.557178861
2163,305615.066194437
2164,254013.555415531
2165,186725.964332571
2166,144469.655764961
2167,215851.57916456
2168,195975.293659401
2169,207248.375716077
2170,222691.672152037
2171,144977.747713196
2172,141796.475243793
2173,168027.264552268
2174,251193.575211927
2175,295486.421356803
2176,282321.517626268
2177,256435.32197974
2178,235606.358086288
2179,155923.080856675
2180,245040.970039432
2181,220529.551745673
2182,247938.556318609
2183,216949.868706042
2184,123030.877899506
2185,126186.070390835
2186,164915.546493497
2187,163805.685044417
2188,170551.912137485
2189,289343.139350345
2190,58296.0907808358
2191,58296.0907808358
2192,56501.2226241997
2193,94020.8198627776
2194,89946.6736585195
2195,82179.1019847279
2196,91271.2289930528
2197,108854.119488058
2198,163823.901552933
2199,173204.055360938
2200,125369.89980947
2201,144398.015867556
2202,183561.944117995
2203,158040.617339497
2204,159603.725608401
2205,118259.489660898
2206,135242.273026468
2207,216008.513309054
2208,226796.845648712
2209,193113.492332265
2210,141201.414526269
2211,125068.867284426
2212,134930.507570566
2213,89219.6670767774
2214,143622.087116541
2215,100226.817747789
2216,159409.279660488
2217,5195.01016267529
2218,70215.1005067299
2219,74627.1441274625
2220,54610.1541193498
2221,259204.204919345
2222,237092.031945796
2223,270970.602292109
2224,232989.630867184
2225,151767.974829289
2226,174449.845950768
2227,211321.506171532
2228,264270.49235315
2229,243265.31942658
2230,149444.18756002
2231,222611.097473333
2232,196308.573512958
2233,176246.217119035
2234,238971.814826029
2235,217323.194935641
2236,269857.731290546
2237,302043.567275395
2238,233848.279767366
2239,132084.112123857
2240,173893.9681877
2241,141108.033384619
2242,137606.166588054
2243,129477.401045095
2244,93022.8332532693
2245,81934.6335043628
2246,128924.85410835
2247,116124.996154888
2248,109012.466008593
2249,117807.466678789
2250,129082.02663978
2251,125107.054580365
2252,195262.231736559
2253,161808.894075641
2254,178704.91136255
2255,194517.713130753
2256,195139.108309385
2257,219529.195369978
2258,190907.73600883
2259,185632.196849062
2260,161680.778519894
2261,208257.410992066
2262,228400.882724699
2263,294688.529550973
2264,363817.148337663
2265,182145.216933468
2266,276404.789727177
2267,318935.823099297
2268,340035.214813365
2269,176008.103245734
2270,191509.019670994
2271,226847.328904553
2272,213241.159206586
2273,166657.593740812
2274,183105.076418883
2275,178220.503035236
2276,194170.975735059
2277,194190.86347893
2278,164621.674982257
2279,121109.201986658
2280,85436.767318255
2281,190594.621478845
2282,190147.50566409
2283,127288.392603801
2284,138788.506437708
2285,159944.579309307
2286,115558.195632835
2287,306644.597693911
2288,279029.348275884
2289,316769.22052415
2290,359330.677925492
2291,300911.057226125
2292,347007.786089574
2293,373289.565072131
2294,352682.871884322
2295,374716.958590826
2296,286945.249700924
2297,273263.526294979
2298,307359.284972763
2299,343947.918736652
2300,297666.983052613
2301,257268.468254489
2302,252362.171386542
2303,265540.276177966
2304,272722.810588699
2305,198747.261691933
2306,198747.261691933
2307,194553.881016634
2308,252912.288366589
2309,272972.909676713
2310,232133.830277589
2311,216670.991495632
2312,176958.989807492
2313,182363.527312173
2314,193892.645728262
2315,180138.38386859
2316,200987.405330527
2317,190108.884996798
2318,181608.365231053
2319,197368.59322269
2320,205907.889867261
2321,261064.335701563
2322,205722.64231837
2323,186838.453324235
2324,184894.168547699
2325,229144.714011462
2326,185464.170968772
2327,224939.830435142
2328,227181.037569294
2329,193162.130341367
2330,191617.463774168
2331,321866.408379609
2332,358125.905070523
2333,308594.291509258
2334,265481.617545486
2335,261714.200490577
2336,305442.54002497
2337,217723.500027493
2338,266233.751252527
2339,248901.988222577
2340,345213.248073332
2341,222666.098599785
2342,248877.263683938
2343,229410.77669087
2344,245193.898020231
2345,272410.925221692
2346,234610.867241456
2347,214138.285277406
2348,242800.964542723
2349,160478.691963318
2350,264075.951129107
2351,255345.080158713
2352,274938.779013219
2353,256962.773681228
2354,151839.515995522
2355,174784.005600554
2356,159474.139856698
2357,226129.322082885
2358,196514.563891779
2359,143992.326616098
2360,112971.121908846
2361,136415.860493334
2362,261457.924809947
2363,135735.863462267
2364,167536.49996294
2365,235463.032741474
2366,216448.850457859
2367,250784.300571829
2368,213926.463499718
2369,251354.393108554
2370,176848.65519215
2371,181449.326404934
2372,212485.085811044
2373,259035.801205089
2374,285685.849710078
2375,245841.423948045
2376,279280.070452319
2377,319316.531369678
2378,156779.877467592
2379,223562.250408357
2380,154957.074447539
2381,175451.848042799
2382,212070.345225797
2383,227062.595386767
2384,235828.218198289
2385,149636.707170825
2386,138230.414471192
2387,130070.295358818
2388,107332.931408236
2389,124662.29035739
2390,134945.954311459
2391,127442.401199487
2392,103430.67238601
2393,177197.836126429
2394,144029.080022657
2395,205164.044116071
2396,161085.434653073
2397,208860.701664245
2398,121599.549519784
2399,22930.5294809851
2400,13812.4902847093
2401,107354.728628659
2402,120696.95348928
2403,186101.161074798
2404,135538.306898256
2405,167240.028433224
2406,137389.193629724
2407,110873.255172002
2408,134824.285085581
2409,125156.44594808
2410,200512.519873065
2411,104066.11866754
2412,146579.340128597
2413,128444.080042553
2414,132009.344169877
2415,165432.309766484
2416,135007.625638715
2417,131290.071392576
2418,116854.794822364
2419,122753.969100337
2420,104378.875303769
2421,132918.803422804
2422,103120.572850578
2423,92343.4169979047
2424,169288.517953771
2425,245102.985363706
2426,116151.130707045
2427,110174.053155184
2428,185185.106432401
2429,103042.645226674
2430,132143.600231714
2431,120415.200882743
2432,128014.424598677
2433,126275.642241114
2434,133339.974913002
2435,145263.996931813
2436,88152.0201066756
2437,101730.928004281
2438,107023.771415903
2439,118050.981938357
2440,144866.451806287
2441,99249.1781535579
2442,105851.609323275
2443,116465.109423355
2444,122450.119527874
2445,68251.9453916443
2446,122590.165720606
2447,213517.027483011
2448,147633.352044527
2449,107891.117471922
2450,165300.978488585
2451,125872.762757179
2452,221048.251264209
2453,68936.727231343
2454,101837.413711584
2455,110181.552271324
2456,126053.042635995
2457,114833.74213292
2458,120494.431574295
2459,92903.0512538089
2460,153143.038264427
2461,112629.306424461
2462,134099.159581909
2463,120035.498827171
2464,194179.196289495
2465,143980.096672906
2466,125497.763126259
2467,171348.522058123
2468,85704.6181443727
2469,102205.477350956
2470,204194.315608317
2471,210267.039462603
2472,198855.841808348
2473,107271.546139099
2474,87399.8188781154
2475,233515.383878742
2476,116975.229656613
2477,112588.25093301
2478,171752.064454721
2479,107887.977734997
2480,133473.295359471
2481,118593.403823911
2482,125467.272105164
2483,107069.664630967
2484,125211.40520438
2485,108432.853238554
2486,152186.232482677
2487,200674.900739355
2488,162575.894273753
2489,172939.268461043
2490,137766.062519541
2491,78516.8815563447
2492,190865.170073369
2493,139743.537006818
2494,159918.19268532
2495,92071.0034482693
2496,239456.616995014
2497,160728.007011363
2498,101074.779006482
2499,78758.8541006381
2500,121764.736409084
2501,135807.434334304
2502,146672.109903831
2503,89372.6855309473
2504,198102.236343198
2505,224613.258048286
2506,275678.520177436
2507,317690.289099257
2508,275678.520177436
2509,245333.400535996
2510,248821.244330788
2511,207264.259541165
2512,221726.396911844
2513,218386.70145773
2514,248745.862997324
2515,150507.470510616
2516,165600.763583318
2517,131899.850908727
2518,140070.271235062
2519,226037.061345891
2520,214076.04914484
2521,211715.540231893
2522,223249.974288629
2523,123071.406205524
2524,127973.604241433
2525,130173.238039208
2526,142425.261279867
2527,113464.669476842
2528,122654.064104211
2529,130312.538190256
2530,105964.134825263
2531,239449.621813079
2532,231394.74104478
2533,215165.190985784
2534,246854.81703345
2535,293735.127823665
2536,233022.754359429
2537,235668.413912998
2538,201007.363196887
2539,200498.081985259
2540,192043.992709304
2541,200195.48425435
2542,162462.567929351
2543,112011.290379045
2544,115569.210385502
2545,129188.326510652
2546,162407.46786244
2547,156914.548532302
2548,175824.055454151
2549,156366.256187171
2550,614314.45292071
2551,166809.539797908
2552,121816.909349245
2553,58296.0907808358
2554,100624.073547798
2555,112895.400162788
2556,70860.1526559426
2557,92088.7321551151
2558,169686.534373694
2559,134411.904277486
2560,132131.287285314
2561,142152.840349185
2562,129474.373482876
2563,143843.647837877
2564,187315.35186661
2565,114123.533211748
2566,130237.01285538
2567,120676.655869915
2568,194325.546446141
2569,185523.458561353
2570,142052.535549628
2571,179379.177513604
2572,201819.993269668
2573,225663.363124393
2574,293978.405767107
2575,141798.830295438
2576,122649.232190506
2577,156592.328754205
2578,80447.0909932668
2579,11276.0765634244
2580,137402.458301933
2581,120775.871322634
2582,113755.924533582
2583,256228.248016405
2584,168634.415022663
2585,189749.751535907
2586,224636.832491644
2587,216362.198164975
2588,152532.055002118
2589,154739.368573553
2590,216303.072099858
2591,223334.745802819
2592,242257.266226924
2593,251835.775517016
2594,193669.715863919
2595,226178.233981158
2596,293445.804040249
2597,201875.698649337
2598,256080.070452147
2599,330501.166778675
2600,159427.424406796
2601,166281.543847372
2602,88032.1197486434
2603,81853.1880959189
2604,72703.2968899629
2605,90817.31801376
2606,136926.491806362
2607,176724.921770771
2608,190385.457976879
2609,148293.951792692
2610,86198.2211606214
2611,143115.816430617
2612,156248.958918237
2613,109012.466008593
2614,115570.909628586
2615,157131.405114826
2616,131567.060757938
2617,205851.684253892
2618,183867.370529225
2619,236014.886542863
2620,178813.239569228
2621,184164.283527387
2622,191775.770273086
2623,260708.454394027
2624,284461.389573753
2625,321752.387254148
2626,170261.476927188
2627,209542.036706272
2628,335413.607496475
2629,391135.214746666
2630,315413.82036654
2631,373092.094585406
2632,334578.167187935
2633,283994.24329326
2634,320127.210957593
2635,164268.363441342
2636,210207.183175264
2637,181751.363102907
2638,250791.788163736
2639,187459.629759884
2640,154678.927111128
2641,102496.582308876
2642,199953.180591816
2643,140336.605318105
2644,142938.542529257
2645,122488.040775939
2646,117874.283677806
2647,126723.671985854
2648,151947.401590142
2649,142859.641118318
2650,158695.946921626
2651,165444.762134246
2652,345504.144637708
2653,271443.73530806
2654,262978.470191696
2655,316044.702415886
2656,301474.656257063
2657,300315.643480701
2658,276045.920307337
2659,289947.624982193
2660,306045.314305231
2661,307430.647304502
2662,304245.275130713
2663,278068.610417254
2664,271729.949273388
2665,298264.560404519
2666,281296.990548332
2667,176814.609642475
2668,199621.928364118
2669,191256.665191769
2670,287594.863907523
2671,199621.928364118
2672,211392.828001888
2673,221082.191322895
2674,224490.871280812
2675,195085.425804572
2676,207833.134112803
2677,205566.515006432
2678,259247.467575629
2679,267485.32403867
2680,284190.509342706
2681,348103.118013432
2682,311812.224995212
2683,382979.182604352
2684,299024.956249187
2685,315902.057549162
2686,260503.364868794
2687,277728.262406656
2688,246929.265329447
2689,228683.723100992
2690,350890.801631681
2691,197611.300731294
2692,154529.470462097
2693,219673.566339847
2694,153920.212614949
2695,214545.713477383
2696,206161.389956344
2697,203513.570476127
2698,188413.019456982
2699,190348.131630996
2700,174303.433879295
2701,161358.213131034
2702,127696.105174741
2703,166438.873139842
2704,150974.444766086
2705,113904.618576991
2706,108423.013325104
2707,120758.66320927
2708,117288.159682473
2709,92177.1151548617
2710,110492.571816824
2711,282516.524075737
2712,320118.361957855
2713,203279.247746541
2714,179893.186994662
2715,178921.588760789
2716,170418.619316919
2717,192912.299620572
2718,250638.005267319
2719,141413.702885454
2720,190300.197859693
2721,134666.569929319
2722,166604.299689024
2723,158478.242517036
2724,107240.805139146
2725,119532.100262979
2726,132321.939124975
2727,179068.579173509
2728,178695.362756001
2729,140769.611984622
2730,133283.881821035
2731,105330.52275187
2732,107024.912273453
2733,167385.466297461
2734,156589.022036003
2735,122235.468484193
2736,144084.153571865
2737,108776.143620871
2738,172891.765688396
2739,167710.828251032
2740,146638.719742341
2741,138486.401134327
2742,168467.351094572
2743,135447.35976386
2744,152315.749617793
2745,146241.622193145
2746,123250.37645857
2747,160802.303712098
2748,121836.33244951
2749,110781.699753468
2750,114285.062505471
2751,108693.194510988
2752,242152.9420722
2753,168178.70483237
2754,245094.854571492
2755,151413.496118824
2756,53766.4822081542
2757,53253.0213321312
2758,54412.6487649567
2759,144591.344346864
2760,132247.398595652
2761,144746.340954858
2762,155578.885428333
2763,203907.814681519
2764,168355.980192083
2765,258120.964181782
2766,115180.746466782
2767,55349.3114557453
2768,138150.548999566
2769,125515.571018412
2770,170333.992836891
2771,102358.838317998
2772,100690.646429396
2773,164586.747598718
2774,146930.352763462
2775,124667.12005334
2776,156948.940289386
2777,167065.071640365
2778,122252.680613485
2779,130260.881817696
2780,121711.677728653
2781,85375.4477435618
2782,73126.9842846578
2783,64209.4541630272
2784,120603.082254685
2785,135171.959937191
2786,14750.1265608831
2787,129216.216682091
2788,44157.9183307949
2789,221492.633846761
2790,76932.4304979648
2791,123014.855895631
2792,45661.7332605277
2793,171797.11431229
2794,60532.5723497968
2795,117441.373554423
2796,82863.3794628514
2797,237590.460080686
2798,96489.813436182
2799,113522.845624596
2800,63801.6031041674
2801,119676.550672547
2802,126042.561682177
2803,220606.844956134
2804,140574.042171993
2805,84290.9107918986
2806,89768.2850772289
2807,174952.805016386
2808,135570.023723824
2809,128596.288915642
2810,120543.693984726
2811,163384.193077086
2812,159064.770296393
2813,212394.908706596
2814,210948.56146151
2815,89081.3431753293
2816,240737.017259936
2817,128486.380859611
2818,116545.503992062
2819,181499.246599429
2820,125063.110209693
2821,104118.734505914
2822,191915.691012341
2823,304528.635608547
2824,172573.969128086
2825,149192.252604537
2826,127236.155296579
2827,160292.806775185
2828,236903.32046342
2829,220006.872712822
2830,254937.659560484
2831,203291.570685179
2832,236482.328416168
2833,267634.49293016
2834,225621.092273953
2835,237133.746828858
2836,208433.530994288
2837,176508.389513188
2838,153999.345184265
2839,176254.146151986
2840,217210.529263323
2841,213679.049052628
2842,220087.71424956
2843,150785.348769565
2844,180068.171697412
2845,107422.984920442
2846,217137.312438886
